The number of ranks to check is: 51;;
The number of queries to check is: 50;;
query, ternary ;;
(3=>2);333;
(3=>!0);630;
(4=>2);473;
(4=>!0);728;
(5=>4);358;
(5=>0);563;
(6=>4);345;
(6=>0);214;
(7=>6);353;
(7=>!0);453;
(8=>6);396;
(8=>!0);412;
(9=>8);691;
(9=>0);581;
(10=>8);307;
(10=>0);333;
(11=>10);258;
(11=>!0);228;
(12=>10);205;
(12=>!0);219;
(13=>12);226;
(13=>0);210;
(14=>12);176;
(14=>0);136;
(15=>14);326;
(15=>!0);428;
(16=>14);323;
(16=>!0);317;
(17=>16);276;
(17=>0);526;
(18=>16);306;
(18=>0);477;
(19=>18);300;
(19=>!0);446;
(20=>18);362;
(20=>!0);391;
(21=>20);513;
(21=>0);377;
(22=>20);386;
(22=>0);342;
(23=>22);344;
(23=>!0);394;
(24=>22);422;
(24=>!0);390;
(25=>24);327;
(25=>0);283;
(26=>24);392;
(26=>0);252;
(27=>26);342;
(27=>!0);191;
;18261;365,22
