The number of ranks to check is: 101;;
The number of queries to check is: 84;;
query, ternary ;;
(49=>1);429;
(49=>2);340;
(49=>3);497;
(49=>4);363;
(49=>5);468;
(49=>6);362;
(49=>1);414;
(49=>2);534;
(49=>3);368;
(49=>4);341;
(49=>5);326;
(49=>6);483;
(49=>1);362;
(49=>2);579;
(49=>3);287;
(49=>4);376;
(49=>5);422;
(49=>6);382;
(49=>1);385;
(49=>2);484;
(49=>3);363;
(49=>4);444;
(49=>5);448;
(49=>6);571;
(49=>1);298;
(49=>2);360;
(49=>3);422;
(49=>4);411;
(49=>5);516;
(49=>6);314;
(49=>1);396;
(49=>2);480;
(49=>3);463;
(49=>4);396;
(49=>1);386;
(49=>2);355;
(49=>3);311;
(49=>4);363;
(49=>5);537;
(49=>6);315;
(49=>1);337;
(49=>2);346;
(49=>3);347;
(49=>4);405;
(49=>5);532;
(49=>6);405;
(49=>1);357;
(49=>2);362;
(49=>3);297;
(49=>4);358;
(49=>5);318;
(49=>6);424;
(49=>1);454;
(49=>2);305;
(49=>3);421;
(49=>4);325;
(49=>5);372;
(49=>6);476;
(49=>5);371;
(49=>6);378;
(49=>1);358;
(49=>2);666;
(49=>3);375;
(49=>4);319;
(49=>5);382;
(49=>6);416;
(49=>1);406;
(49=>2);475;
(49=>3);323;
(49=>4);548;
(49=>5);324;
(49=>6);447;
(49=>1);388;
(49=>2);367;
(49=>3);364;
(49=>4);509;
(49=>5);339;
(49=>6);349;
(49=>1);381;
(49=>2);471;
(49=>3);426;
(49=>4);539;
(49=>5);364;
(49=>6);426;
;33903;403,6071429
