The number of ranks to check is: 101;;
The number of queries to check is: 49;;
query, ternary ;;
(200=>198);522;
(200=>198);277;
(200=>198);381;
(200=>198);342;
(200=>198);498;
(200=>198);222;
(200=>198);608;
(200=>198);238;
(200=>198);231;
(200=>198);206;
(200=>198);237;
(200=>198);239;
(200=>198);316;
(200=>198);225;
(200=>198);364;
(200=>198);203;
(200=>198);392;
(200=>198);287;
(200=>198);157;
(200=>198);304;
(200=>198);171;
(200=>198);234;
(200=>198);214;
(200=>198);182;
(200=>198);167;
(200=>198);557;
(200=>198);217;
(200=>198);307;
(200=>198);311;
(200=>198);169;
(200=>198);386;
(200=>198);141;
(200=>198);179;
(200=>198);186;
(200=>198);219;
(200=>198);161;
(200=>198);240;
(200=>198);275;
(200=>198);216;
(200=>198);180;
(200=>198);198;
(200=>198);268;
(200=>198);217;
(200=>198);183;
(200=>198);254;
(200=>198);340;
(200=>198);295;
(200=>198);201;
(200=>198);163;
;13080;266,9387755
