The number of ranks to check is: 51;;
The number of queries to check is: 50;;
query, ternary ;;
(1=>0);355;
(2=>0);578;
(3=>2);447;
(4=>2);465;
(5=>4);647;
(6=>4);233;
(7=>6);515;
(8=>6);337;
(9=>8);425;
(10=>8);545;
(11=>10);395;
(12=>10);513;
(13=>12);228;
(14=>12);221;
(15=>14);306;
(16=>14);511;
(17=>16);202;
(18=>16);304;
(19=>18);332;
(20=>18);285;
(21=>20);462;
(22=>20);426;
(23=>22);267;
(24=>22);389;
(25=>24);188;
(26=>24);214;
(27=>26);194;
(28=>26);186;
(29=>28);282;
(30=>28);252;
(31=>30);244;
(32=>30);263;
(33=>32);191;
(34=>32);438;
(35=>34);233;
(36=>34);187;
(37=>36);81;
(38=>36);81;
(39=>38);303;
(40=>38);264;
(41=>40);287;
(42=>40);327;
(43=>42);315;
(44=>42);303;
(45=>44);350;
(46=>44);441;
(47=>46);406;
(48=>46);605;
(49=>48);296;
(50=>48);184;
;16503;330,06
