The number of ranks to check is: 51;;
The number of queries to check is: 50;;
query, ternary ;;
(50=>0);182;
(50=>0);130;
(50=>0);167;
(50=>0);169;
(50=>0);204;
(50=>0);238;
(50=>0);236;
(50=>0);195;
(50=>0);258;
(50=>0);271;
(50=>0);173;
(50=>0);223;
(50=>0);183;
(50=>0);310;
(50=>0);198;
(50=>0);238;
(50=>0);362;
(50=>0);152;
(50=>0);146;
(50=>0);319;
(50=>0);217;
(50=>0);203;
(50=>0);192;
(50=>0);139;
(50=>0);216;
(50=>0);210;
(50=>0);403;
(50=>0);193;
(50=>0);144;
(50=>0);202;
(50=>0);257;
(50=>0);216;
(50=>0);175;
(50=>0);240;
(50=>0);271;
(50=>0);267;
(50=>0);146;
(50=>0);233;
(50=>0);192;
(50=>0);137;
(50=>0);310;
(50=>0);240;
(50=>0);146;
(50=>0);216;
(50=>0);157;
(50=>0);160;
(50=>0);197;
(50=>0);160;
(50=>0);143;
(50=>0);185;
;10521;210,42
