The number of ranks to check is: 101;;
The number of queries to check is: 49;;
query, ternary ;;
(1=>0);398;
(1=>0);458;
(1=>0);422;
(1=>0);581;
(1=>0);781;
(1=>0);453;
(1=>0);501;
(1=>0);371;
(1=>0);337;
(1=>0);569;
(1=>0);448;
(1=>0);317;
(1=>0);397;
(1=>0);348;
(1=>0);323;
(1=>0);618;
(1=>0);328;
(1=>0);363;
(1=>0);418;
(1=>0);335;
(1=>0);393;
(1=>0);328;
(1=>0);426;
(1=>0);355;
(1=>0);377;
(1=>0);326;
(1=>0);479;
(1=>0);466;
(1=>0);443;
(1=>0);337;
(1=>0);393;
(1=>0);317;
(1=>0);408;
(1=>0);499;
(1=>0);317;
(1=>0);428;
(1=>0);403;
(1=>0);457;
(1=>0);378;
(1=>0);398;
(1=>0);451;
(1=>0);385;
(1=>0);330;
(1=>0);368;
(1=>0);431;
(1=>0);462;
(1=>0);446;
(1=>0);346;
(1=>0);366;
;20279;413,8571429
