The number of ranks to check is: 51;;
The number of queries to check is: 50;;
query, ternary ;;
(47=>46);329;
(47=>46);405;
(47=>46);433;
(47=>46);347;
(47=>46);796;
(47=>46);371;
(47=>46);328;
(47=>46);269;
(47=>46);364;
(47=>46);346;
(47=>46);279;
(47=>46);348;
(47=>46);427;
(47=>46);214;
(47=>46);388;
(47=>46);241;
(47=>46);347;
(47=>46);384;
(47=>46);198;
(47=>46);230;
(47=>46);257;
(47=>46);291;
(47=>46);314;
(47=>46);324;
(47=>46);481;
(47=>46);260;
(47=>46);261;
(47=>46);327;
(47=>46);309;
(47=>46);240;
(47=>46);251;
(47=>46);280;
(47=>46);232;
(47=>46);314;
(47=>46);341;
(47=>46);263;
(47=>46);448;
(47=>46);220;
(47=>46);274;
(47=>46);264;
(47=>46);344;
(47=>46);381;
(47=>46);362;
(47=>46);337;
(47=>46);240;
(47=>46);237;
(47=>46);313;
(47=>46);283;
(47=>46);238;
(47=>46);252;
;15982;319,64
