The number of ranks to check is: 11;;
The number of queries to check is: 51;;
query, ternary ;;
(1=>0);612;
(1=>0);494;
(1=>0);698;
(1=>0);271;
(1=>0);164;
(1=>0);289;
(1=>0);378;
(1=>0);298;
(1=>0);299;
(1=>0);182;
(1=>0);330;
(1=>0);306;
(1=>0);305;
(1=>0);341;
(1=>0);208;
(1=>0);343;
(1=>0);161;
(1=>0);171;
(1=>0);224;
(1=>0);172;
(1=>0);206;
(1=>0);312;
(1=>0);196;
(1=>0);511;
(1=>0);263;
(1=>0);479;
(1=>0);168;
(1=>0);132;
(1=>0);135;
(1=>0);172;
(1=>0);213;
(1=>0);155;
(1=>0);360;
(1=>0);204;
(1=>0);219;
(1=>0);353;
(1=>0);299;
(1=>0);246;
(1=>0);250;
(1=>0);178;
(1=>0);200;
(1=>0);139;
(1=>0);133;
(1=>0);229;
(1=>0);170;
(1=>0);137;
(1=>0);236;
(1=>0);304;
(1=>0);125;
(1=>0);620;
(1=>0);136;
;13726;269,1372549
